question_id	topic_id	question_text	answer_id	answer_text	is_correct_answer
31	5	Одной из основных задач микробиологической диагностики, при возникновении эпидемий является:	5	расчет показателей очаговости	0
32	5	У человека чаще всего стрептококки вызывают заболевания:	5	желудочно-кишечного тракта	0
33	5	Эпидемический процесс, охватывающий все континенты - это:	5	пандемия	1
35	5	В России установлены категории нормативно-технической документации, определяющей требования к объектам стандартизации:	5	городские требования	0
76	8	Защитные системы организма представлены	5	Антиоксидантной системой	1
77	8	К нейромедиаторам относят	5	Цитохром С	0
78	8	Процессы старения контролируются	5	Иммунной системой	0
79	8	Клинико-диагностическое значение имеет определение в плазме крови белков	5	Гликопротеинов	1
80	8	Наиболее выраженное повышение уровня С-реактивного  белка наблюдают при	5	Гельминтозах	0
81	8	Антигены — это	5	Различные микроорганизмы	0
82	8	Основной углевод крови это	5	L-Глюкоза	0
83	8	Вся соединительная ткань содержит	5	Олигосахариды	0
84	8	Факторы риска для развития атеросклероза	5	Избыток холестерина	1
85	8	Геном человека - это	5	Белковый аппарат клетки, содержащий совокупность всех молекул структурных белков и ферментов	0
86	8	Секвенирование ДНК используется в диагностике	5	Атеросклероза	0
87	8	К методам молекулярной биологии относятся	5	Тепловых балансов	0
88	8	Основным методом  молекулярной и генетической диагностики является	5	Спектрофотометрия	0
89	8	Технологии прижизненной визуализации in vivo 	5	Транскриптомика	0
90	9	Личность - это:	5	характер	0
92	9	Психосоматическая медицина 	5	определяет статус личности	0
93	9	Психологические защиты личности:	5	бывают только у невротиков	0
94	9	Социальная сущность профессии врача предполагает:	5	индифферентность	0
95	9	Общение выполняет следующие функции:	5	диагностическую	0
96	9	Коммуникативный барьер возникает по причинам:	5	выбора форм поведения	0
97	9	Обратная связь в общении способствует:	5	полиморфной деятельности	0
98	9	К ошибкам слушания относятся:	5	эмпатия	0
99	9	Косвенная обратная связь в общении	5	стереотип в познании человека человеком	0
100	9	В структуре общения выделяют:	5	принятие на себя социальной роли	0
101	9	Компетентность - это:	5	способность применить знания для решения типовой задачи	0
102	9	Умение это:	5	способность выполнять какие-либо действия	0
103	9	Преподавание - это:	5	процесс обучения	0
104	9	К методам формирования сознания личности относятся:	5	поощрение и наказание	0
105	9	Методы обучения в дидактике позволяют ответить на вопрос:	5	зачем и чему учить	0
106	9	Понятие в обучении - это важнейший элемент	5	внимания	0
107	9	Метод конкретных ситуаций строится на основе разбора:	5	историй болезни	0
108	9	Учебный процесс - это:	5	взаимосвязанная деятельность преподавателя и обучающихся, направленная на достижение целей обучения	1
110	9	Способности определяются как…:	5	личностные характеристики	0
111	9	 К методам убеждения относятся:	5	соревнование	0
